1938056729
Resize
1683209337386 class dk.sdu.group.one.rock.Rock, x: 176.0, y: 192.0, coordinate hash:1852584274 has collided with class dk.sdu.group.one.player.Player, x: 191.0, y: 200.0, coordinate hash:1938056729
1683209338039 class dk.sdu.group.one.rock.Rock, x: 192.0, y: 112.0, coordinate hash:1295083508 has collided with class dk.sdu.group.one.player.Player, x: 183.0, y: 102.0, coordinate hash:1938056729
1683209338039 class dk.sdu.group.one.player.Player, x: 183.0, y: 102.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 176.0, y: 96.0, coordinate hash:1990451863
1683209338039 class dk.sdu.group.one.player.Player, x: 183.0, y: 102.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 192.0, y: 112.0, coordinate hash:1295083508
1683209338047 class dk.sdu.group.one.rock.Rock, x: 176.0, y: 96.0, coordinate hash:1990451863 has collided with class dk.sdu.group.one.player.Player, x: 185.0, y: 102.0, coordinate hash:1938056729
1683209338047 class dk.sdu.group.one.rock.Rock, x: 192.0, y: 112.0, coordinate hash:1295083508 has collided with class dk.sdu.group.one.player.Player, x: 185.0, y: 102.0, coordinate hash:1938056729
1683209338047 class dk.sdu.group.one.player.Player, x: 185.0, y: 102.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 176.0, y: 96.0, coordinate hash:1990451863
1683209338047 class dk.sdu.group.one.player.Player, x: 185.0, y: 102.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 192.0, y: 112.0, coordinate hash:1295083508
1683209338050 class dk.sdu.group.one.rock.Rock, x: 176.0, y: 96.0, coordinate hash:1990451863 has collided with class dk.sdu.group.one.player.Player, x: 187.0, y: 102.0, coordinate hash:1938056729
1683209338050 class dk.sdu.group.one.rock.Rock, x: 192.0, y: 112.0, coordinate hash:1295083508 has collided with class dk.sdu.group.one.player.Player, x: 187.0, y: 102.0, coordinate hash:1938056729
1683209338050 class dk.sdu.group.one.player.Player, x: 187.0, y: 102.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 176.0, y: 96.0, coordinate hash:1990451863
1683209338050 class dk.sdu.group.one.player.Player, x: 187.0, y: 102.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 192.0, y: 112.0, coordinate hash:1295083508
1683209338064 class dk.sdu.group.one.rock.Rock, x: 176.0, y: 96.0, coordinate hash:1990451863 has collided with class dk.sdu.group.one.player.Player, x: 189.0, y: 102.0, coordinate hash:1938056729
1683209338065 class dk.sdu.group.one.rock.Rock, x: 192.0, y: 112.0, coordinate hash:1295083508 has collided with class dk.sdu.group.one.player.Player, x: 189.0, y: 102.0, coordinate hash:1938056729
1683209338065 class dk.sdu.group.one.player.Player, x: 189.0, y: 102.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 176.0, y: 96.0, coordinate hash:1990451863
1683209338065 class dk.sdu.group.one.player.Player, x: 189.0, y: 102.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 192.0, y: 112.0, coordinate hash:1295083508
1683209338072 class dk.sdu.group.one.rock.Rock, x: 176.0, y: 96.0, coordinate hash:1990451863 has collided with class dk.sdu.group.one.player.Player, x: 191.0, y: 102.0, coordinate hash:1938056729
1683209338072 class dk.sdu.group.one.rock.Rock, x: 192.0, y: 112.0, coordinate hash:1295083508 has collided with class dk.sdu.group.one.player.Player, x: 191.0, y: 102.0, coordinate hash:1938056729
1683209338073 class dk.sdu.group.one.player.Player, x: 191.0, y: 102.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 176.0, y: 96.0, coordinate hash:1990451863
1683209338073 class dk.sdu.group.one.player.Player, x: 191.0, y: 102.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 192.0, y: 112.0, coordinate hash:1295083508
1683209338075 class dk.sdu.group.one.rock.Rock, x: 192.0, y: 112.0, coordinate hash:1295083508 has collided with class dk.sdu.group.one.player.Player, x: 193.0, y: 102.0, coordinate hash:1938056729
1683209338076 class dk.sdu.group.one.player.Player, x: 193.0, y: 102.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 192.0, y: 112.0, coordinate hash:1295083508
1683209338076 class dk.sdu.group.one.player.Player, x: 193.0, y: 102.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.enemy.enemytypes.Melee, x: 208.0, y: 96.0, coordinate hash:249155636
1683209338077 class dk.sdu.group.one.enemy.enemytypes.Melee, x: 208.0, y: 96.0, coordinate hash:249155636 has collided with class dk.sdu.group.one.player.Player, x: 193.0, y: 102.0, coordinate hash:1938056729
1683209338089 class dk.sdu.group.one.rock.Rock, x: 192.0, y: 112.0, coordinate hash:1295083508 has collided with class dk.sdu.group.one.player.Player, x: 195.0, y: 102.0, coordinate hash:1938056729
1683209338089 class dk.sdu.group.one.player.Player, x: 195.0, y: 102.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 192.0, y: 112.0, coordinate hash:1295083508
1683209338089 class dk.sdu.group.one.player.Player, x: 195.0, y: 102.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.enemy.enemytypes.Melee, x: 208.0, y: 96.0, coordinate hash:249155636
1683209338089 class dk.sdu.group.one.enemy.enemytypes.Melee, x: 208.0, y: 96.0, coordinate hash:249155636 has collided with class dk.sdu.group.one.player.Player, x: 195.0, y: 102.0, coordinate hash:1938056729
1683209338097 class dk.sdu.group.one.rock.Rock, x: 192.0, y: 112.0, coordinate hash:1295083508 has collided with class dk.sdu.group.one.player.Player, x: 197.0, y: 102.0, coordinate hash:1938056729
1683209338097 class dk.sdu.group.one.player.Player, x: 197.0, y: 102.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 192.0, y: 112.0, coordinate hash:1295083508
1683209338097 class dk.sdu.group.one.player.Player, x: 197.0, y: 102.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.enemy.enemytypes.Melee, x: 208.0, y: 96.0, coordinate hash:249155636
1683209338097 class dk.sdu.group.one.enemy.enemytypes.Melee, x: 208.0, y: 96.0, coordinate hash:249155636 has collided with class dk.sdu.group.one.player.Player, x: 197.0, y: 102.0, coordinate hash:1938056729
1683209338100 class dk.sdu.group.one.rock.Rock, x: 192.0, y: 112.0, coordinate hash:1295083508 has collided with class dk.sdu.group.one.player.Player, x: 199.0, y: 102.0, coordinate hash:1938056729
1683209338100 class dk.sdu.group.one.player.Player, x: 199.0, y: 102.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 192.0, y: 112.0, coordinate hash:1295083508
1683209338100 class dk.sdu.group.one.player.Player, x: 199.0, y: 102.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.enemy.enemytypes.Melee, x: 208.0, y: 96.0, coordinate hash:249155636
1683209338100 class dk.sdu.group.one.enemy.enemytypes.Melee, x: 208.0, y: 96.0, coordinate hash:249155636 has collided with class dk.sdu.group.one.player.Player, x: 199.0, y: 102.0, coordinate hash:1938056729
1683209338114 class dk.sdu.group.one.rock.Rock, x: 192.0, y: 112.0, coordinate hash:1295083508 has collided with class dk.sdu.group.one.player.Player, x: 201.0, y: 102.0, coordinate hash:1938056729
1683209338115 class dk.sdu.group.one.player.Player, x: 201.0, y: 102.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 192.0, y: 112.0, coordinate hash:1295083508
1683209338115 class dk.sdu.group.one.player.Player, x: 201.0, y: 102.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.enemy.enemytypes.Melee, x: 208.0, y: 96.0, coordinate hash:249155636
1683209338115 class dk.sdu.group.one.enemy.enemytypes.Melee, x: 208.0, y: 96.0, coordinate hash:249155636 has collided with class dk.sdu.group.one.player.Player, x: 201.0, y: 102.0, coordinate hash:1938056729
1683209338122 class dk.sdu.group.one.rock.Rock, x: 192.0, y: 112.0, coordinate hash:1295083508 has collided with class dk.sdu.group.one.player.Player, x: 203.0, y: 102.0, coordinate hash:1938056729
1683209338122 class dk.sdu.group.one.player.Player, x: 203.0, y: 102.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 192.0, y: 112.0, coordinate hash:1295083508
1683209338122 class dk.sdu.group.one.player.Player, x: 203.0, y: 102.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.enemy.enemytypes.Melee, x: 208.0, y: 96.0, coordinate hash:249155636
1683209338123 class dk.sdu.group.one.enemy.enemytypes.Melee, x: 208.0, y: 96.0, coordinate hash:249155636 has collided with class dk.sdu.group.one.player.Player, x: 203.0, y: 102.0, coordinate hash:1938056729
1683209338125 class dk.sdu.group.one.rock.Rock, x: 192.0, y: 112.0, coordinate hash:1295083508 has collided with class dk.sdu.group.one.player.Player, x: 205.0, y: 102.0, coordinate hash:1938056729
1683209338126 class dk.sdu.group.one.player.Player, x: 205.0, y: 102.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 192.0, y: 112.0, coordinate hash:1295083508
1683209338127 class dk.sdu.group.one.player.Player, x: 205.0, y: 102.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.enemy.enemytypes.Melee, x: 208.0, y: 96.0, coordinate hash:249155636
1683209338127 class dk.sdu.group.one.enemy.enemytypes.Melee, x: 208.0, y: 96.0, coordinate hash:249155636 has collided with class dk.sdu.group.one.player.Player, x: 205.0, y: 102.0, coordinate hash:1938056729
1683209338139 class dk.sdu.group.one.rock.Rock, x: 192.0, y: 112.0, coordinate hash:1295083508 has collided with class dk.sdu.group.one.player.Player, x: 207.0, y: 102.0, coordinate hash:1938056729
1683209338139 class dk.sdu.group.one.player.Player, x: 207.0, y: 102.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 192.0, y: 112.0, coordinate hash:1295083508
1683209338139 class dk.sdu.group.one.player.Player, x: 207.0, y: 102.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.enemy.enemytypes.Melee, x: 208.0, y: 96.0, coordinate hash:249155636
1683209338139 class dk.sdu.group.one.enemy.enemytypes.Melee, x: 208.0, y: 96.0, coordinate hash:249155636 has collided with class dk.sdu.group.one.player.Player, x: 207.0, y: 102.0, coordinate hash:1938056729
1683209338150 class dk.sdu.group.one.player.Player, x: 209.0, y: 102.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.enemy.enemytypes.Melee, x: 208.0, y: 96.0, coordinate hash:249155636
1683209338150 class dk.sdu.group.one.enemy.enemytypes.Melee, x: 208.0, y: 96.0, coordinate hash:249155636 has collided with class dk.sdu.group.one.player.Player, x: 209.0, y: 102.0, coordinate hash:1938056729
1683209338165 class dk.sdu.group.one.player.Player, x: 211.0, y: 102.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.enemy.enemytypes.Melee, x: 208.0, y: 96.0, coordinate hash:249155636
1683209338165 class dk.sdu.group.one.enemy.enemytypes.Melee, x: 208.0, y: 96.0, coordinate hash:249155636 has collided with class dk.sdu.group.one.player.Player, x: 211.0, y: 102.0, coordinate hash:1938056729
1683209338167 class dk.sdu.group.one.player.Player, x: 213.0, y: 102.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.enemy.enemytypes.Melee, x: 208.0, y: 96.0, coordinate hash:249155636
1683209338168 class dk.sdu.group.one.enemy.enemytypes.Melee, x: 208.0, y: 96.0, coordinate hash:249155636 has collided with class dk.sdu.group.one.player.Player, x: 213.0, y: 102.0, coordinate hash:1938056729
1683209338182 class dk.sdu.group.one.player.Player, x: 215.0, y: 102.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.enemy.enemytypes.Melee, x: 208.0, y: 96.0, coordinate hash:249155636
1683209338182 class dk.sdu.group.one.enemy.enemytypes.Melee, x: 208.0, y: 96.0, coordinate hash:249155636 has collided with class dk.sdu.group.one.player.Player, x: 215.0, y: 102.0, coordinate hash:1938056729
1683209338184 class dk.sdu.group.one.player.Player, x: 217.0, y: 102.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.enemy.enemytypes.Melee, x: 208.0, y: 96.0, coordinate hash:249155636
1683209338184 class dk.sdu.group.one.enemy.enemytypes.Melee, x: 208.0, y: 96.0, coordinate hash:249155636 has collided with class dk.sdu.group.one.player.Player, x: 217.0, y: 102.0, coordinate hash:1938056729
1683209338198 class dk.sdu.group.one.player.Player, x: 219.0, y: 102.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.enemy.enemytypes.Melee, x: 208.0, y: 96.0, coordinate hash:249155636
1683209338198 class dk.sdu.group.one.enemy.enemytypes.Melee, x: 208.0, y: 96.0, coordinate hash:249155636 has collided with class dk.sdu.group.one.player.Player, x: 219.0, y: 102.0, coordinate hash:1938056729
1683209338201 class dk.sdu.group.one.player.Player, x: 221.0, y: 102.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.enemy.enemytypes.Melee, x: 208.0, y: 96.0, coordinate hash:249155636
1683209338201 class dk.sdu.group.one.enemy.enemytypes.Melee, x: 208.0, y: 96.0, coordinate hash:249155636 has collided with class dk.sdu.group.one.player.Player, x: 221.0, y: 102.0, coordinate hash:1938056729
1683209338215 class dk.sdu.group.one.player.Player, x: 223.0, y: 102.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.enemy.enemytypes.Melee, x: 208.0, y: 96.0, coordinate hash:249155636
1683209338215 class dk.sdu.group.one.enemy.enemytypes.Melee, x: 208.0, y: 96.0, coordinate hash:249155636 has collided with class dk.sdu.group.one.player.Player, x: 223.0, y: 102.0, coordinate hash:1938056729
1683209338431 class dk.sdu.group.one.rock.Rock, x: 288.0, y: 96.0, coordinate hash:1629604310 has collided with class dk.sdu.group.one.player.Player, x: 273.0, y: 102.0, coordinate hash:1938056729
1683209338431 class dk.sdu.group.one.rock.Rock, x: 288.0, y: 112.0, coordinate hash:142555199 has collided with class dk.sdu.group.one.player.Player, x: 273.0, y: 102.0, coordinate hash:1938056729
1683209338431 class dk.sdu.group.one.player.Player, x: 273.0, y: 102.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 288.0, y: 96.0, coordinate hash:1629604310
1683209338431 class dk.sdu.group.one.player.Player, x: 273.0, y: 102.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 288.0, y: 112.0, coordinate hash:142555199
1683209338433 class dk.sdu.group.one.rock.Rock, x: 288.0, y: 96.0, coordinate hash:1629604310 has collided with class dk.sdu.group.one.player.Player, x: 275.0, y: 102.0, coordinate hash:1938056729
1683209338433 class dk.sdu.group.one.rock.Rock, x: 288.0, y: 112.0, coordinate hash:142555199 has collided with class dk.sdu.group.one.player.Player, x: 275.0, y: 102.0, coordinate hash:1938056729
1683209338434 class dk.sdu.group.one.player.Player, x: 275.0, y: 102.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 288.0, y: 96.0, coordinate hash:1629604310
1683209338434 class dk.sdu.group.one.player.Player, x: 275.0, y: 102.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 288.0, y: 112.0, coordinate hash:142555199
1683209338450 class dk.sdu.group.one.rock.Rock, x: 288.0, y: 96.0, coordinate hash:1629604310 has collided with class dk.sdu.group.one.player.Player, x: 277.0, y: 102.0, coordinate hash:1938056729
1683209338451 class dk.sdu.group.one.rock.Rock, x: 288.0, y: 112.0, coordinate hash:142555199 has collided with class dk.sdu.group.one.player.Player, x: 277.0, y: 102.0, coordinate hash:1938056729
1683209338451 class dk.sdu.group.one.player.Player, x: 277.0, y: 102.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 288.0, y: 96.0, coordinate hash:1629604310
1683209338451 class dk.sdu.group.one.player.Player, x: 277.0, y: 102.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 288.0, y: 112.0, coordinate hash:142555199
1683209338452 class dk.sdu.group.one.rock.Rock, x: 288.0, y: 96.0, coordinate hash:1629604310 has collided with class dk.sdu.group.one.player.Player, x: 279.0, y: 102.0, coordinate hash:1938056729
1683209338452 class dk.sdu.group.one.rock.Rock, x: 288.0, y: 112.0, coordinate hash:142555199 has collided with class dk.sdu.group.one.player.Player, x: 279.0, y: 102.0, coordinate hash:1938056729
1683209338452 class dk.sdu.group.one.player.Player, x: 279.0, y: 102.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 288.0, y: 96.0, coordinate hash:1629604310
1683209338452 class dk.sdu.group.one.player.Player, x: 279.0, y: 102.0, coordinate hash:1938056729 has collided with class dk.sdu.group.one.rock.Rock, x: 288.0, y: 112.0, coordinate hash:142555199
1683209338464 class dk.sdu.group.one.rock.Rock, x: 288.0, y: 96.0, coordinate hash:1629604310 has collided with class dk.sdu.group.one.player.Player, x: 281.0, y: 102.0, coordinate hash:1938056729
1683209338464 class dk.sdu.group.one.rock.Rock, x: 288.0, y: 112.0, coordinate hash:142555199 has collided with class dk.sdu.group.one.player.Player, x: 281.0, y: 102.0, coordinate hash:1938056729
